"title","aol_page","body","reachcode","parent_id","permanent_id","gnis_id","gnis_name","fishing_zone_id"
"","","","17120002006842","","148032713","","","4"
"","","","17120002007044","","148032916","","","4"
"","","","17120002007025","","148032898","","","4"
"","","","17120002006997","","148032870","","","4"
"","","","17120002007710","","148033608","","","4"
"","","","17120002007431","","148033311","","","4"
"","","","17120002007365","","148033243","","","4"
"","","","17120002007678","","148033568","","","4"
"","","","17120002007532","","148033413","","","4"
"","","","17120002007142","","148033015","","","4"
"","","","17120002007053","","148032926","","","4"
"","","","17100302014052","","124316775","","","5"
"","","","17100302014444","","124317174","","","5"
"","","","17100302014105","","124316828","","","5"
"","","","17100302014135","","124316858","","","5"
"","","","17100302014107","","124316830","","","5"
"","","","17100302014060","","124316783","","","5"
"","","","17100302014364","","124317094","01164054","Harris Reservoir","5"
"","","","17100302014076","","124316799","","","5"
"","","","17100302014495","","124317226","","","5"
"","","","17100302014616","","124317353","","","5"
"","","","17100302014812","","124317563","","","5"
"","","","17100302014883","","124317634","","","5"
"","","","17100302014966","","124317734","","","5"
"","","","17100302015345","","124318164","","","5"
"","","","17100305008944","","124371420","","","5"
"","","","17100302015149","","124317932","","","5"
"","","","17100305008943","","124371419","","","5"
"","","","17100305008853","","124371327","","","5"
"","","","17100305008968","","124371445","","","5"
"","","","18010201001782","","164375988","","","4"
"","","","17100305009115","","124371622","","","5"
"","","","17100305009170","","124371683","","","5"
"","","","17100305009097","","124371593","","","5"
"","","","17100305008813","","124371666","01154624","Cawrses Log Pond","5"
"","","","17100305009101","","124371597","","","5"
"","","","17100305009139","","124371650","","","5"
"","","","18010201001806","","164376014","","","4"
"","","","18010201001597","","137192659","","","4"
"","","","18010201001763","","164375970","","","4"
"","","","17100305009199","","124371723","","","5"
"","","","17120003002232","","165173337","","","4"
"","","","17120003002292","","147550263","","","4"
"","","","17120003002168","","165173262","","","4"
"","","","17120003002239","","165173330","","","4"
"","","","17100307021053","","166075654","01161593","Willow Lake","5"
"","","","17100307006387","","142732110","","","5"
"","","","17100302014460","","124317191","","","5"
"","","","17100302014555","","124317286","","","5"
"","","","17100302014347","","124317078","","","5"
"","","","17100302014249","","124316977","","","5"
"","","","17100302014064","","124316787","","","5"
"","","","17100302014509","","124317240","","","5"
"","","","17100302013976","","124317306","","","5"
"","","","17100302015003","","124317773","","","5"
"","","","17100302014782","","124317529","","","5"
"","","","17100302014576","","124317312","","","5"
"","","","17100302014868","","124317619","","","5"
"","","","17100302014906","","124317663","","","5"
"","","","17100302014855","","124317606","","","5"
"","","","17100302014768","","124317510","","","5"
"","","","17100302015200","","124317990","01147882","Poole Lake","5"
"","","","17100302015209","","124318004","","","5"
"","","","17100302015242","","124318042","","","5"
"","","","17100305008949","","124371425","","","5"
"","","","17100305009169","","124371682","","","5"
"","","","17100305008870","","124371345","","","5"
"","","","17100302015266","","124318069","","","5"
"","","","17100305009142","","124371654","","","5"
"","","","17100305008835","","124371308","","","5"
"","","","17100206015302","","90007367","","","3"
"","","","17100307006360","","142732063","","","5"
"","","","17100307006320","","142731970","","","5"
"","","","17100206015435","","90016781","","","3"
"","","","17100206015330","","90007485","","","3"
"","","","17100206015382","","90016669","","","3"
"","","","17100307006464","","142732202","","","5"
"","","","17100307006395","","142732123","","","5"
"","","","17100307006399","","142732130","","","5"
"","","","17100307006558","","142732301","","","5"
"","","","17100307001148","","142732397","01143680","Holst Lake","5"
"","","","17100307007009","","142733376","01130366","Harper Reservoir","5"
"","","","17100307007063","","142733489","","","5"
"","","","17100307007274","","142734123","","","5"
"","","","17100307007298","","142734164","","","5"
"","","","17100307007171","","142733830","","","5"
"","","","17100302014852","","124317602","","","5"
"","","","17100302014351","","124317080","","","5"
"","","","17100302014475","","124317205","","","5"
"","","","17100302014805","","124317556","","","5"
"","","","17100302014093","","124316816","","","5"
"","","","17100307006332","","142732012","","","5"
"","","","17100302014390","","124317119","","","5"
"","","","17100302014724","","124317464","","","5"
"","","","17100302014976","","124317746","","","5"
"","","","17100302014502","","124317232","","","5"
"","","","17100307006209","","142731805","","","5"
"","","","17100302014402","","124317132","","","5"
"","","","17100307007270","","142734117","","","5"
"","","","18010201001580","","137192640","","","4"
"","","","17120002006591","","148032461","","","4"
"","","","17100307006550","","142732293","","","5"
"","","","17120003001504","","147550193","","","4"
"","","","17120002006687","","148032557","","","4"
"","","","17120002006680","","148032552","","","4"
"","","","17120002006702","","148032573","","","4"
"","","","17120002006792","","148032663","","","4"
"","","","17120002006782","","148032653","","","4"
"","","","17120002006873","","148032744","","","4"
"","","","17120002006945","","148032818","","","4"
"","","","17120002006830","","148032701","","","4"
"","","","17120002006694","","148032565","","","4"
"","","","17120002007776","","148033679","","","4"
"","","","17120002000990","","148033469","","","4"
"","","","17120002007546","","148033427","","","4"
"","","","17120002007454","","148033333","","","4"
"","","","17120002007111","","148032984","","","4"
"","","","17120002007150","","148033023","","","4"
"","","","17120002007153","","148033025","","","4"
"","","","17120002007503","","148033382","","","4"
"","","","17100206015338","","90007533","","","3"
"","","","18010201001453","","137192505","","","4"
"","","","18010201001653","","137192725","","","4"
"","","","17100206015280","","90004269","","","3"
"","","","18010201001767","","164375976","","","4"
"","","","18010201001481","","137192535","","","4"
"","","","17100206015297","","90007357","","","3"
"","","","18010201001645","","137192716","","","4"
"","","","17050108003810","","165537505","","","4"
"","","","17100206015405","","90016721","","","3"
"","","","17120002006613","","148032484","","","4"
"","","","17120003001134","","147549738","","","4"
"","","","17120002006758","","148032629","","","4"
"","","","17120002007806","","148033716","","","4"
"","","","17120002007290","","148033165","01151709","Upper West Fork Reservoir","4"
"","","","17120002006862","","148032733","","","4"
"","","","17120002007113","","148032986","","","4"
"","","","17120002006726","","148032597","","","4"
"","","","17120002006948","","148032823","","","4"
"","","","17120002007137","","148033010","","","4"
"","","","17120002008052","","148033590","","","4"
"","","","17120002007669","","148033559","","","4"
"","","","17120002007162","","148033034","","","4"
"","","","17050108002917","","137312784","","","4"
"","","","17120003001458","","147550142","","","4"
"","","","17120002007774","","148033678","","","4"
"","","","17120002007419","","148033298","01834799","Charlie Creek Reservoir","4"
"","","","17120003001502","","147550191","","","4"
"","","","17100307007139","","142733626","","","5"
"","","","17120002007687","","148033579","","","4"
"","","","17100307006510","","142732251","","","5"
"","","","17100307006961","","142733288","","","5"
"","","","17100307006472","","142732209","","","5"
"","","","17050108001500","","137313031","","","4"
"","","","17100307006392","","142732116","","","5"
"","","","17100307006475","","142732213","","","5"
"","","","17100307006932","","142733236","","","5"
"","","","17100307006365","","142732072","01158823","Indian Lake Reservoir","5"
"","","","17100307006970","","142733305","","","5"
"","","","17100307007022","","142733405","","","5"
"","","","17100307007178","","142733837","","","5"
"","","","17100307007011","","142733381","","","5"
"","","","17100307007099","","142733554","","","5"
"","","","17100307007083","","142733523","","","5"
"","","","17100307007182","","142733840","","","5"
"","","","17100307007229","","142734033","","","5"
"","","","17100302014924","","124317687","","","5"
"","","","17100302014303","","124317031","","","5"
"","","","17100302014920","","124317682","","","5"
"","","","17100302014315","","124317045","","","5"
"","","","17100302014836","","124317587","","","5"
